Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,Producer_Price(USD/tonne)
2012,USA,South,Rice,11.88,1364.47,8.22,4.18,4,68.36,32.53,71.58,78.06,Water Management,1787.22,333.0
2012,USA,South,Rice,11.88,1364.47,8.22,4.18,4,68.36,32.53,71.58,78.06,Water Management,1787.22,333.0
1992,Brazil,South,Rice,20.9,2339.05,1.77,2.31,2,82.68,43.59,42.7,54.24,Crop Rotation,552.67,700632.0
1992,Brazil,South,Rice,20.9,2339.05,1.77,2.31,2,82.68,43.59,42.7,54.24,Crop Rotation,552.67,0.3
1992,Brazil,South,Rice,20.9,2339.05,1.77,2.31,2,82.68,43.59,42.7,54.24,Crop Rotation,552.67,127.4
2018,France,Grand Est,Rice,1.69,1012.26,12.19,0.57,4,88.68,26.17,16.25,74.24,Water Management,183.67,315.1
2018,France,Grand Est,Rice,1.69,1012.26,12.19,0.57,4,88.68,26.17,16.25,74.24,Water Management,183.67,315.1
2018,France,Grand Est,Rice,1.69,1012.26,12.19,0.57,4,88.68,26.17,16.25,74.24,Water Management,183.67,372.1
1992,India,West Bengal,Wheat,4.0,2553.17,3.48,2.29,10,67.29,47.98,25.83,62.31,Water Management,833.4,3899.0
1992,India,West Bengal,Wheat,4.0,2553.17,3.48,2.29,10,67.29,47.98,25.83,62.31,Water Management,833.4,3899.0
1992,India,West Bengal,Wheat,4.0,2553.17,3.48,2.29,10,67.29,47.98,25.83,62.31,Water Management,833.4,150.4
1992,Argentina,Pampas,Rice,12.19,1357.22,19.44,2.394,8,81.02,48.28,27.59,42.97,Crop Rotation,913.1,240.0
1992,Argentina,Pampas,Rice,12.19,1357.22,19.44,2.394,8,81.02,48.28,27.59,42.97,Crop Rotation,913.1,240.0
1992,Argentina,Pampas,Rice,12.19,1357.22,19.44,2.394,8,81.02,48.28,27.59,42.97,Crop Rotation,913.1,242.3
1991,Canada,British Columbia,Wheat,8.13,2051.08,17.28,1.098,5,98.24,11.56,14.17,58.95,Drought-resistant Crops,369.05,99.0
1991,Canada,British Columbia,Wheat,8.13,2051.08,17.28,1.098,5,98.24,11.56,14.17,58.95,Drought-resistant Crops,369.05,99.0
1991,Canada,British Columbia,Wheat,8.13,2051.08,17.28,1.098,5,98.24,11.56,14.17,58.95,Drought-resistant Crops,369.05,86.4
1996,India,Tamil Nadu,Wheat,19.32,1896.87,4.49,4.77,9,89.2,24.85,43.11,69.6,No Adaptation,716.72,5790.0
1996,India,Tamil Nadu,Wheat,19.32,1896.87,4.49,4.77,9,89.2,24.85,43.11,69.6,No Adaptation,716.72,5790.0
1996,India,Tamil Nadu,Wheat,19.32,1896.87,4.49,4.77,9,89.2,24.85,43.11,69.6,No Adaptation,716.72,163.4
2018,USA,Northeast,Barley,26.81,1496.37,24.25,1.2240000000000002,2,47.67,2.4,40.19,54.11,No Adaptation,511.51,212.0
2018,USA,Northeast,Barley,26.81,1496.37,24.25,1.2240000000000002,2,47.67,2.4,40.19,54.11,No Adaptation,511.51,204.0
2018,USA,Northeast,Barley,26.81,1496.37,24.25,1.2240000000000002,2,47.67,2.4,40.19,54.11,No Adaptation,511.51,212.0
2018,USA,Northeast,Barley,26.81,1496.37,24.25,1.2240000000000002,2,47.67,2.4,40.19,54.11,No Adaptation,511.51,212.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,225.2
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,230.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,234.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,234.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,242.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,243.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,246.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,246.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,243.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,208.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,211.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,209.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,210.0
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,225.2
2019,Canada,Ontario,Barley,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,169.7
2000,Argentina,Pampas,Barley,24.86,2796.86,29.93,2.79,3,32.03,43.59,48.93,61.56,No Adaptation,576.25,97.0
2000,Argentina,Pampas,Barley,24.86,2796.86,29.93,2.79,3,32.03,43.59,48.93,61.56,No Adaptation,576.25,97.0
2000,Argentina,Pampas,Barley,24.86,2796.86,29.93,2.79,3,32.03,43.59,48.93,61.56,No Adaptation,576.25,97.0
1999,China,Central,Wheat,16.71,2872.79,20.51,2.385,0,35.52,20.33,92.92,59.57,Water Management,384.54,1175.6
1999,China,Central,Wheat,16.71,2872.79,20.51,2.385,0,35.52,20.33,92.92,59.57,Water Management,384.54,1175.6
1999,China,Central,Wheat,16.71,2872.79,20.51,2.385,0,35.52,20.33,92.92,59.57,Water Management,384.54,142.0
2022,Australia,Queensland,Barley,31.16,998.03,21.35,1.305,3,86.93,23.38,20.89,42.06,Water Management,229.2,303.1
2022,Australia,Queensland,Barley,31.16,998.03,21.35,1.305,3,86.93,23.38,20.89,42.06,Water Management,229.2,303.1
2022,Australia,Queensland,Barley,31.16,998.03,21.35,1.305,3,86.93,23.38,20.89,42.06,Water Management,229.2,210.2
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,236.5
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,214.5
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,228.3
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,225.1
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,221.8
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,226.0
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,223.2
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,230.6
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,231.5
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,238.4
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,247.6
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,239.8
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,248.0
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,236.5
2021,USA,South,Barley,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,236.5
2010,Argentina,Pampas,Rice,22.28,1203.83,5.49,1.65,7,23.62,42.29,39.39,86.6,Organic Farming,280.62,1027.0
2010,Argentina,Pampas,Rice,22.28,1203.83,5.49,1.65,7,23.62,42.29,39.39,86.6,Organic Farming,280.62,1027.0
2010,Argentina,Pampas,Rice,22.28,1203.83,5.49,1.65,7,23.62,42.29,39.39,86.6,Organic Farming,280.62,263.6
1993,France,Grand Est,Wheat,16.29,1128.82,24.69,3.492,3,60.87,5.69,84.57,69.21,Organic Farming,1130.85,840.0
1993,France,Grand Est,Wheat,16.29,1128.82,24.69,3.492,3,60.87,5.69,84.57,69.21,Organic Farming,1130.85,128.1
1993,France,Grand Est,Wheat,16.29,1128.82,24.69,3.492,3,60.87,5.69,84.57,69.21,Organic Farming,1130.85,148.3
2002,China,South,Rice,13.51,225.75,3.99,1.719,0,35.32,14.34,74.23,99.43,Organic Farming,576.93,1166.0
2002,China,South,Rice,13.51,225.75,3.99,1.719,0,35.32,14.34,74.23,99.43,Organic Farming,576.93,1166.0
2002,China,South,Rice,13.51,225.75,3.99,1.719,0,35.32,14.34,74.23,99.43,Organic Farming,576.93,140.9
2017,China,North,Rice,15.88,1959.04,20.4,3.249,2,74.42,35.26,74.94,89.33,Crop Rotation,1409.89,3149.3
2017,China,North,Rice,15.88,1959.04,20.4,3.249,2,74.42,35.26,74.94,89.33,Crop Rotation,1409.89,3798.0
2017,China,North,Rice,15.88,1959.04,20.4,3.249,2,74.42,35.26,74.94,89.33,Crop Rotation,1409.89,3149.3
2017,China,North,Rice,15.88,1959.04,20.4,3.249,2,74.42,35.26,74.94,89.33,Crop Rotation,1409.89,466.0
1991,Nigeria,North Central,Wheat,-2.96,1625.84,15.59,2.385,5,73.44,7.59,69.57,32.43,Organic Farming,381.46,5342.0
1991,Nigeria,North Central,Wheat,-2.96,1625.84,15.59,2.385,5,73.44,7.59,69.57,32.43,Organic Farming,381.46,5342.0
1991,Nigeria,North Central,Wheat,-2.96,1625.84,15.59,2.385,5,73.44,7.59,69.57,32.43,Organic Farming,381.46,539.1
2003,Nigeria,South East,Rice,27.68,2702.05,12.52,1.09,3,38.12,20.73,42.79,40.11,Organic Farming,412.8,38230.0
2003,Nigeria,South East,Rice,27.68,2702.05,12.52,1.09,3,38.12,20.73,42.79,40.11,Organic Farming,412.8,38230.0
2003,Nigeria,South East,Rice,27.68,2702.05,12.52,1.09,3,38.12,20.73,42.79,40.11,Organic Farming,412.8,295.8
2009,Russia,Central,Wheat,7.24,2034.91,2.15,2.62,1,14.24,19.04,26.51,72.17,Organic Farming,747.22,4259.8
2009,Russia,Central,Wheat,7.24,2034.91,2.15,2.62,1,14.24,19.04,26.51,72.17,Organic Farming,747.22,4259.8
2009,Russia,Central,Wheat,7.24,2034.91,2.15,2.62,1,14.24,19.04,26.51,72.17,Organic Farming,747.22,134.2
1999,Nigeria,North Central,Rice,26.1,2006.34,9.07,3.12,1,58.38,48.22,4.56,63.95,No Adaptation,813.37,27030.0
1999,Nigeria,North Central,Rice,26.1,2006.34,9.07,3.12,1,58.38,48.22,4.56,63.95,No Adaptation,813.37,27030.0
1999,Nigeria,North Central,Rice,26.1,2006.34,9.07,3.12,1,58.38,48.22,4.56,63.95,No Adaptation,813.37,292.7
2013,Nigeria,South West,Wheat,5.5,1258.04,11.47,1.49,5,36.6,20.35,24.62,74.39,Drought-resistant Crops,716.19,37360.0
2013,Nigeria,South West,Wheat,5.5,1258.04,11.47,1.49,5,36.6,20.35,24.62,74.39,Drought-resistant Crops,716.19,37360.0
2013,Nigeria,South West,Wheat,5.5,1258.04,11.47,1.49,5,36.6,20.35,24.62,74.39,Drought-resistant Crops,716.19,237.5
1993,France,Ile-de-France,Rice,5.17,2518.64,0.7,1.72,2,13.99,10.53,12.33,74.61,No Adaptation,188.4,2360.0
1993,France,Ile-de-France,Rice,5.17,2518.64,0.7,1.72,2,13.99,10.53,12.33,74.61,No Adaptation,188.4,359.8
1993,France,Ile-de-France,Rice,5.17,2518.64,0.7,1.72,2,13.99,10.53,12.33,74.61,No Adaptation,188.4,416.7
1996,Canada,Quebec,Barley,-1.15,537.17,22.92,1.548,7,93.38,5.43,46.51,44.0,Crop Rotation,287.51,133.0
1996,Canada,Quebec,Barley,-1.15,537.17,22.92,1.548,7,93.38,5.43,46.51,44.0,Crop Rotation,287.51,133.0
1996,Canada,Quebec,Barley,-1.15,537.17,22.92,1.548,7,93.38,5.43,46.51,44.0,Crop Rotation,287.51,97.5
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,5903.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,4705.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,4517.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,4538.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,4667.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,4967.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,4905.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,4963.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,5905.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,6323.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,6406.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,7011.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,7731.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,5903.0
2012,Russia,Volga,Barley,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,191.4
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,193.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,173.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,170.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,174.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,181.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,180.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,184.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,186.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,199.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,209.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,207.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,210.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,214.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,193.0
2011,Canada,Ontario,Barley,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,195.1
1999,France,Grand Est,Wheat,7.78,715.44,12.87,2.36,4,84.24,17.47,53.61,71.41,Water Management,1135.75,707.9
1999,France,Grand Est,Wheat,7.78,715.44,12.87,2.36,4,84.24,17.47,53.61,71.41,Water Management,1135.75,107.9
1999,France,Grand Est,Wheat,7.78,715.44,12.87,2.36,4,84.24,17.47,53.61,71.41,Water Management,1135.75,115.0
2007,Brazil,North,Wheat,11.68,998.57,16.77,2.709,0,37.76,48.08,82.84,83.76,No Adaptation,969.55,441.7
2007,Brazil,North,Wheat,11.68,998.57,16.77,2.709,0,37.76,48.08,82.84,83.76,No Adaptation,969.55,441.7
2007,Brazil,North,Wheat,11.68,998.57,16.77,2.709,0,37.76,48.08,82.84,83.76,No Adaptation,969.55,226.9
2022,Brazil,Northeast,Barley,12.13,1417.15,26.27,2.718,10,54.98,22.31,41.46,34.58,Crop Rotation,875.43,1755.3
2022,Brazil,Northeast,Barley,12.13,1417.15,26.27,2.718,10,54.98,22.31,41.46,34.58,Crop Rotation,875.43,1755.3
2022,Brazil,Northeast,Barley,12.13,1417.15,26.27,2.718,10,54.98,22.31,41.46,34.58,Crop Rotation,875.43,339.9
2004,Canada,Ontario,Barley,27.31,399.14,19.02,3.177,9,26.52,23.71,32.68,33.18,Organic Farming,1225.72,123.0
2004,Canada,Ontario,Barley,27.31,399.14,19.02,3.177,9,26.52,23.71,32.68,33.18,Organic Farming,1225.72,123.0
2004,Canada,Ontario,Barley,27.31,399.14,19.02,3.177,9,26.52,23.71,32.68,33.18,Organic Farming,1225.72,94.5
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,215.8
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,203.1
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,211.5
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,211.0
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,220.1
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,214.4
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,208.4
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,216.1
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,218.9
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,217.1
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,213.1
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,218.5
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,227.6
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,215.8
2020,Canada,British Columbia,Barley,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,160.9
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,225.2
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,230.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,234.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,234.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,242.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,243.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,246.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,246.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,243.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,208.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,211.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,209.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,210.0
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,225.2
2019,Canada,Ontario,Barley,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,169.7
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2316.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2304.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2313.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2313.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2304.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2304.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2286.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2304.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2322.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2331.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2340.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2340.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2331.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,2316.0
2014,China,North,Wheat,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,377.0
1998,Russia,Central,Barley,34.68,1630.0,15.56,2.088,10,56.41,41.89,29.0,81.6,Crop Rotation,685.27,440.0
1998,Russia,Central,Barley,34.68,1630.0,15.56,2.088,10,56.41,41.89,29.0,81.6,Crop Rotation,685.27,440.0
1998,Russia,Central,Barley,34.68,1630.0,15.56,2.088,10,56.41,41.89,29.0,81.6,Crop Rotation,685.27,45.3
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,333.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,335.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,311.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,311.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,317.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,311.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,313.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,317.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,322.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,315.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,313.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,317.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,322.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,333.0
2012,USA,South,Rice,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,333.0
2022,Russia,Central,Rice,-4.56,1574.67,24.44,1.341,5,33.21,7.25,91.67,92.26,No Adaptation,267.62,26966.0
2022,Russia,Central,Rice,-4.56,1574.67,24.44,1.341,5,33.21,7.25,91.67,92.26,No Adaptation,267.62,22397.8
2022,Russia,Central,Rice,-4.56,1574.67,24.44,1.341,5,33.21,7.25,91.67,92.26,No Adaptation,267.62,21768.4
2022,Russia,Central,Rice,-4.56,1574.67,24.44,1.341,5,33.21,7.25,91.67,92.26,No Adaptation,267.62,24875.3
2022,Russia,Central,Rice,-4.56,1574.67,24.44,1.341,5,33.21,7.25,91.67,92.26,No Adaptation,267.62,28372.5
2022,Russia,Central,Rice,-4.56,1574.67,24.44,1.341,5,33.21,7.25,91.67,92.26,No Adaptation,267.62,31629.8
2022,Russia,Central,Rice,-4.56,1574.67,24.44,1.341,5,33.21,7.25,91.67,92.26,No Adaptation,267.62,30655.8
